"id","text","sentiment","length","word_count","has_question","has_exclamation","contains_positive_words","contains_negative_words","date"
153,"Lorem ipsum dolor sit amet, ipsum libero augue posuere. Phasellus congue, sapien aliquet in nullam nulla quisque. Ac et a cubilia lobortis hac maximus quis netus vel. Eros dictum nulla tempor neque eleifend at. Aliquam porta ligula luctus, pellentesque tellus nec, cras nisi. Senectus dictum donec condimentum dignissim venenatis blandit viverra. Cum, eget cum himenaeos gravida ut magnis at, diam. Aenean et finibus mi facilisis ut. Pellentesque blandit in justo nec dui et.","positive",475,73,FALSE,FALSE,FALSE,FALSE,2023-06-16
154,"Lorem ipsum dolor sit amet, mauris, nec donec bibendum sed sed sit sed justo, mauris penatibus tortor. Sociis orci commodo, morbi enim morbi suspendisse id dui. Sodales dolor commodo malesuada hendrerit fermentum. Dui blandit dapibus maximus ipsum dictumst lectus dignissim a libero sed! Nisi semper nulla vulputate blandit ante tempor eu. Odio ut, risus donec nibh eleifend cras, dictum consequat dolor. Nisl pellentesque pellentesque torquent mi mi molestie. Libero sit nunc euismod maecenas sed, dictum. Laoreet aenean dis lacinia mattis class nec aenean. Eros mauris scelerisque a, donec quis, eget tincidunt faucibus natoque. Primis, nulla sit tempor ornare nam ipsum ante iaculis.","neutral",686,102,FALSE,TRUE,FALSE,FALSE,2021-04-02
155,"Lorem ipsum dolor sit amet, sit pellentesque nisl pulvinar nisi augue odio auctor non nisl. Vestibulum turpis nostra habitant, nec ut turpis mi. Varius sed risus duis nulla lectus mauris. Cursus non hendrerit erat mollis vehicula lobortis magnis. Sapien morbi nec vitae et semper, diam, interdum non magna. Mollis ac, sed lorem nisi velit. Vestibulum morbi feugiat quisque, rhoncus dignissim. Nisl quis, et ut, sed sit felis nibh amet nunc. Est dolor magna curae elit sed quis libero massa. Volutpat ad neque velit pellentesque. Eu nunc mauris praesent, dis massa nunc, laoreet in ac nisl pharetra.","positive",598,96,FALSE,FALSE,FALSE,FALSE,2020-07-18
156,"Lorem ipsum dolor sit amet, nisi lorem donec neque ante gravida litora, egestas ipsum ullamcorper semper mus nulla. Porttitor fermentum tempus commodo ac ac nisl ultrices at inceptos a himenaeos nullam. Vel convallis molestie ac laoreet at consectetur sed nisl est. Ut dignissim nunc tempor nibh nisi. Parturient a, consectetur ut elementum lectus porta ut ligula non phasellus auctor. Sem porttitor duis urna posuere ultricies vel magna ac. Blandit egestas sit suspendisse ac netus suspendisse ipsum non aenean finibus. Vel sed sem, rutrum mauris id etiam fames, non nunc inceptos, sem! Id, eu placerat, nisl dapibus ridiculus, ante sociis leo ac tempor dui ullamcorper. Vulputate porta magnis sagittis tempus vestibulum netus quisque consectetur amet, id habitant. Interdum nunc. Eu erat varius et lobortis nulla tortor libero netus. Nec at non adipiscing. Non rhoncus id, tempus, orci nec hac sed blandit ac, massa.","neutral",918,142,FALSE,TRUE,FALSE,FALSE,2020-06-13
157,"Lorem ipsum dolor sit amet, et, eget ipsum proin ridiculus diam tortor commodo. Sed in, curae gravida aenean velit parturient. Pellentesque tempus tincidunt sit sodales ut. In non sed massa in suscipit dignissim dui blandit. Aliquam proin posuere phasellus eu dictumst lectus pulvinar at tempor sodales risus. Tempus pharetra laoreet inceptos eu natoque auctor netus tortor dui, sit. Sed in in odio. Nec dis velit ac vel velit et efficitur. Magna sed nec arcu turpis, netus habitasse ut. Ut senectus eu ut ridiculus duis pellentesque id nulla parturient. Sapien est sed hac cubilia eu nunc iaculis dui dictumst tincidunt. A posuere libero. Augue luctus ad fermentum platea nostra. Eu sem metus in tincidunt at lorem at magna lacus montes et. Penatibus quis finibus, molestie maecenas faucibus. Mauris mus iaculis neque eros sed vel mattis non.","positive",843,135,FALSE,FALSE,FALSE,FALSE,2022-09-15
158,"Lorem ipsum dolor sit amet, convallis nisi phasellus morbi mattis in himenaeos eu nec lorem non. Ligula egestas, penatibus a tincidunt, eget, mauris. Justo vel vitae ac class. Per nunc tortor luctus dictum eu mauris tristique. Leo pharetra ex sociis nam ac nisi, ipsum justo id pharetra. Litora tincidunt, posuere pulvinar in cras elit sed maximus. Sed etiam tellus sed dis et libero, tincidunt, elit fringilla. Eleifend consectetur amet neque, nisi. Quam cursus molestie sit a sociis. Turpis felis ut vel massa ultrices, semper. Fusce bibendum sem non libero at lorem metus porttitor cubilia at, eros enim orci. A laoreet tempor vel ac, ac quam suspendisse sagittis auctor consequat. Ac purus vitae hac quam luctus venenatis. Sed purus imperdiet enim, fames et litora eu commodo placerat, venenatis non. Aliquet vitae ad sit sed fusce at risus. Mauris orci ante primis. Leo interdum turpis semper dui. Nec mauris, amet sociis luctus porttitor fusce magna.","neutral",956,153,FALSE,FALSE,FALSE,FALSE,2022-07-29
159,"Lorem ipsum dolor sit amet, sed consectetur laoreet ante vitae, magna posuere non sit quisque, sed nostra metus, mi. Pharetra nibh suscipit elit neque nunc quis ante ante. Ac metus tincidunt vestibulum primis lectus ipsum volutpat gravida auctor ut consequat. Dignissim vestibulum vitae sed sed. Taciti, diam leo, non sociosqu odio dui sem at habitasse. Per nam cras potenti mauris. Ad quam pharetra metus diam erat. In lacinia laoreet ipsum cras neque. Vel turpis non id euismod at posuere montes id turpis.","neutral",508,82,FALSE,FALSE,FALSE,FALSE,2022-02-04
160,"Lorem ipsum dolor sit amet, interdum purus sit potenti mauris sapien felis natoque. Ut habitant, ex porttitor, vel lacus ullamcorper. Tincidunt sociosqu lacus pellentesque nostra morbi adipiscing amet velit, amet, mauris dui. Felis, ligula fermentum et ut sit ac montes lacus donec rutrum sed eleifend. Maecenas nullam sit tristique in. Sapien dolor parturient sed. Pretium sed adipiscing et eros fusce tristique nec pharetra ante et lectus. Pellentesque mauris, habitasse lectus mattis sed vel, libero. Accumsan nulla sem.","positive",523,77,FALSE,FALSE,FALSE,FALSE,2020-04-27
161,"Lorem ipsum dolor sit amet, ac sed vestibulum eleifend ut nibh proin posuere imperdiet quam. Amet ipsum lacus velit pellentesque dictumst. Senectus phasellus pellentesque parturient amet nunc sed ut. Ut mauris, ornare arcu tempor mi porttitor gravida pellentesque sit. Luctus pellentesque integer sit quis nostra. Erat enim tincidunt mauris mauris sollicitudin natoque magna velit nostra ad. Et ultrices taciti sed metus eget mauris. Cum et, penatibus hac at nec class. Vitae lacinia mauris turpis placerat eget porttitor sit. At ante quam nec hendrerit sed ante porta, gravida aptent. Vel sem, rhoncus malesuada porttitor semper aptent ac. Taciti at justo aptent sapien imperdiet. Venenatis aenean congue, aenean, eu ut.","positive",721,108,FALSE,FALSE,FALSE,FALSE,2023-04-17
162,"Lorem ipsum dolor sit amet, ut in feugiat penatibus ipsum egestas, nibh placerat ultricies sed eu sed erat. Cursus et vehicula sociosqu primis dapibus consequat metus. Nec suscipit maecenas aptent eros pellentesque gravida egestas etiam massa cursus gravida in. Nisi velit felis. Felis justo netus nulla sem nulla magna quis efficitur at at. Magna suspendisse sed, vel luctus pulvinar nec. Sed est montes augue adipiscing, platea ut, malesuada aliquam convallis posuere sociosqu nulla efficitur. Sed turpis in id eget amet amet pellentesque libero porta montes. Sed odio sociis. Eu tellus mi pellentesque ipsum non neque scelerisque tempus in tincidunt. Accumsan fusce nulla. Augue scelerisque enim tellus primis mi cras egestas justo pellentesque dui duis sed eu. Aliquam est leo. A montes et blandit. A id a et aptent erat nec eget. Rhoncus lacinia magnis lacus sed nostra. Sed sociosqu ornare vitae ornare sapien habitasse quis mauris. Id dui vitae et.","negative",955,150,FALSE,FALSE,FALSE,FALSE,2020-07-23
163,"Lorem ipsum dolor sit amet, quam suscipit fusce lobortis sed nam ligula. Habitasse vestibulum et, venenatis, ipsum id mollis sociis cubilia mauris donec odio, mauris odio sed. Sit tristique est, velit potenti et duis, nec. Rhoncus quis nullam mauris, aliquam sapien odio, molestie nec, in. Libero pretium donec nec hac nisl eleifend, amet, nostra condimentum eget lorem tortor volutpat malesuada. Mattis ultrices fermentum lobortis bibendum inceptos conubia ex in. In velit nostra praesent sapien ad vel lorem ex.","negative",513,78,FALSE,FALSE,FALSE,FALSE,2023-07-19
164,"Lorem ipsum dolor sit amet, quis, sed purus accumsan dui suscipit facilisis vel non vestibulum. In lorem fames ut elementum vitae. Donec amet elementum, at, eros efficitur imperdiet laoreet lacinia. Tortor scelerisque egestas et justo non curae mi, purus. Ligula turpis platea enim fringilla vestibulum ut massa. Urna proin sollicitudin felis. Nec nulla.","neutral",354,53,FALSE,FALSE,FALSE,FALSE,2021-09-01
165,"Lorem ipsum dolor sit amet, in nascetur tellus lacus erat, lacus ac urna auctor. Habitant mauris phasellus ornare sit ac. Ullamcorper sed mi, justo diam felis. Sapien accumsan vitae bibendum leo hac. Risus ridiculus eu nullam metus mi eros. Adipiscing nec consectetur rhoncus quis vel dictum vel suspendisse. Justo eros elementum vel. Montes ac tempus lobortis, a quis aptent ut justo.","positive",385,61,FALSE,FALSE,FALSE,FALSE,2022-11-12
166,"Lorem ipsum dolor sit amet, hac efficitur tempus posuere, etiam eget nec scelerisque dictum proin. Eros hac orci dignissim sapien iaculis a. Quisque felis gravida. Nec ut vitae dignissim suspendisse a. Odio tristique ut nec et montes, ut nulla, dignissim. Non ut vel quisque nibh tellus quis primis in est vel. Ut in commodo duis nascetur. Dolor dolor, egestas lacinia sapien eget non sed sed sed. Lacus viverra, pellentesque himenaeos elit pellentesque tortor, erat sed. Ligula dapibus eleifend nulla facilisi mi magnis sit montes non est. Nisl senectus pharetra amet maximus id sem quis.","negative",589,94,FALSE,FALSE,FALSE,FALSE,2021-03-27
167,"Lorem ipsum dolor sit amet, in metus lorem nam tortor tortor nisl. Sed, fusce mi sapien, habitant felis dolor. Libero tempor ac integer pellentesque tincidunt vel. Fames ut nisi pharetra nunc rutrum vestibulum ligula. Massa purus nibh condimentum egestas dictum donec. Id gravida, eu egestas dis leo amet. In finibus aliquam mollis felis fusce vehicula. Curae aliquet dapibus convallis lobortis amet nisl? Velit cursus habitasse ac tincidunt aenean. Ligula felis commodo ipsum consectetur. Erat vitae ante ac erat eget tristique metus. Non et lacus tempor tempor mattis nostra quisque sociis.","neutral",592,90,TRUE,FALSE,FALSE,FALSE,2023-04-01
168,"Lorem ipsum dolor sit amet, montes non purus odio ullamcorper, lorem ipsum potenti in amet eros. Viverra pretium, malesuada ornare eu sodales arcu nullam sem. Nunc dis, penatibus luctus eget. Pellentesque dapibus vehicula suspendisse purus nam in lacus dictum et. Nullam venenatis conubia ipsum eros litora suspendisse sed amet tincidunt, porttitor vel? Sapien nulla nec lobortis dolor, quis vitae vel et ligula. Mauris nostra mauris libero conubia eget, maecenas himenaeos maecenas. Aenean pharetra et id amet in sociis mus cursus mus. Eu auctor donec nisl euismod risus iaculis fusce in, amet nunc. Auctor ornare, malesuada, ipsum sed parturient tincidunt ut ligula aenean vitae eu. Ut sociosqu dapibus penatibus mauris est netus molestie integer class. Dictumst molestie tellus dapibus egestas, ad erat mi nullam. Nascetur etiam aenean tristique lorem eu pellentesque ante. Nec iaculis placerat fames dui. Sed sit, amet auctor sapien amet leo. Ac diam tellus cras, tristique, curae tincidunt mi lacinia nec tincidunt interdum placerat, egestas.","neutral",1047,157,TRUE,FALSE,FALSE,FALSE,2023-04-21
169,"Lorem ipsum dolor sit amet, suspendisse auctor? Maecenas sociis egestas donec in in commodo rutrum dictum egestas. Ut sed nulla mauris. Eu sed sodales tincidunt ex, magna felis. Erat tempus vivamus hendrerit quisque nulla, cum non. Montes per nisl cras sodales nulla laoreet ac dui semper at quis integer aliquam non euismod. Ex pharetra tempor nisl, maecenas suspendisse nulla mauris iaculis mauris. Eleifend phasellus, tortor habitasse quis quis tempus ac pellentesque. Magnis et, scelerisque amet morbi amet luctus ac pharetra sapien amet massa. Felis non. Porta per vel, sed, imperdiet sit nam ultricies, fames dignissim. Tempus maecenas malesuada, magna placerat aptent ad. Non sed nisl quam ut lectus ex amet nibh ultrices, feugiat amet.","negative",743,114,TRUE,FALSE,FALSE,FALSE,2023-10-01
170,"Lorem ipsum dolor sit amet, sit tincidunt et, vel nunc litora, dolor vestibulum nisl. Eros praesent turpis eleifend eu mauris dignissim. Tincidunt donec semper, praesent in, tincidunt egestas tristique. Turpis vitae nunc in tempor diam, in nisl ac a, integer nec. Aptent in et arcu, vitae id duis cursus porta elit. Ut inceptos condimentum himenaeos montes vel nisl ullamcorper vel conubia elementum tempor. Taciti a finibus vehicula at, amet aliquam sem quis et. Vitae augue sem curae nisi tortor, vestibulum urna vitae nec mauris. Nam nec turpis donec. Libero nibh nisl, viverra eleifend.","negative",590,93,FALSE,FALSE,FALSE,FALSE,2022-03-21
171,"Lorem ipsum dolor sit amet, risus, netus commodo in id congue, bibendum. Ligula orci ut eros amet, nulla magnis venenatis. Accumsan sed sed nec amet in ullamcorper? Litora leo gravida amet in fringilla sapien habitasse. Mattis, semper sagittis porta primis ut risus semper condimentum habitant metus. In ullamcorper porta mauris pellentesque erat justo. Faucibus bibendum sociis egestas risus, velit suscipit blandit, ultrices. At ac lacus in velit vehicula non praesent.","neutral",471,70,TRUE,FALSE,FALSE,FALSE,2022-08-28
172,"Lorem ipsum dolor sit amet, vestibulum at faucibus felis velit. Metus mauris ultricies ridiculus a tempus eu gravida mus accumsan tristique. Nulla id, sapien aenean risus et magna ullamcorper amet id semper. At sit aliquam amet sociis litora. Potenti ornare sed tincidunt urna ornare. Porta, dignissim risus sed et leo habitasse nunc id, dolor velit vulputate. Eu inceptos in consectetur aptent sem. Tempus purus nunc aptent a vestibulum. Tempor et sed. In cursus purus, luctus eget ridiculus ac placerat amet maecenas. Tristique risus sed risus scelerisque pharetra tempor eleifend in. Sit varius mollis eget sed, felis.","positive",621,96,FALSE,FALSE,FALSE,FALSE,2022-07-20
173,"Lorem ipsum dolor sit amet, eu et ornare sed maecenas ex tellus, amet. Tempus tempus vitae, metus quam. Egestas interdum metus fusce litora mauris, ut fringilla. Nec laoreet, ut vulputate nisi sem erat ut aliquam consequat at a. Sed leo in ridiculus sed in quis auctor. Enim platea ac sociis non sed nulla amet. Fusce sed ac volutpat nulla justo, odio ut nostra. Suscipit donec sed vivamus, risus augue sem arcu maximus morbi ullamcorper nulla. Accumsan amet sit. Gravida tortor faucibus tempus. Turpis taciti, consequat.","positive",521,85,FALSE,FALSE,FALSE,FALSE,2021-11-22
174,"Lorem ipsum dolor sit amet, ex ut torquent id lorem, habitant, mattis ad, ipsum. Turpis amet mauris sem. Massa justo justo nec sed. Fames et convallis. Viverra tempus. Orci mi volutpat lorem. Tellus felis non elementum sodales vitae, lorem, sociosqu penatibus. Tempus ex ac scelerisque dignissim varius cursus nec sociosqu potenti. Mattis, tristique vel maecenas nisi senectus lacus. Sodales in et tincidunt.","neutral",408,62,FALSE,FALSE,FALSE,FALSE,2020-12-09
175,"Lorem ipsum dolor sit amet, lobortis nostra, sem bibendum ligula. Eget per quam metus praesent risus ac, egestas in ipsum ultrices. Egestas at fusce, commodo tempor habitasse eleifend vehicula elementum. Dictum platea velit odio cum, eu. Et urna morbi, donec, dignissim vulputate ut, blandit nec id. Ac ante eleifend, accumsan cursus purus, a! Nec sollicitudin eros vitae sit in tempor sit. Auctor venenatis ligula, tempus sed metus lobortis eleifend maximus, vitae in bibendum finibus. Nulla dictumst tincidunt nunc amet suscipit pellentesque, nec bibendum et. Viverra mauris lorem leo, vitae tincidunt, diam. Vestibulum nec sed sapien, purus.","positive",644,96,FALSE,TRUE,FALSE,FALSE,2022-09-26
176,"Lorem ipsum dolor sit amet, a nisl pellentesque. Ut eu placerat condimentum adipiscing, at, senectus consectetur, urna nec lacinia non. Aliquam quam nibh ac leo taciti, vestibulum, nisi, sed sapien ultrices ut, risus, sed. Magnis torquent rutrum, natoque nulla ultricies nec nec, feugiat litora. Duis posuere, iaculis et, porttitor natoque sit in tellus sed, felis elit. Pharetra eu luctus sed per et. Non platea laoreet duis fermentum et eget. Aliquam vitae nullam, fusce ante, sed maecenas pretium erat enim. Gravida in posuere condimentum rutrum aliquam justo lorem in. Sit, penatibus porta, tincidunt massa tincidunt. Amet habitasse ante proin platea lorem, mauris facilisis. In ex hendrerit felis donec aliquam id fames quis quisque enim enim.","neutral",748,114,FALSE,FALSE,FALSE,FALSE,2021-11-27
177,"Lorem ipsum dolor sit amet, sagittis a aenean. Lobortis sed vehicula nibh dis. Elit, curabitur volutpat sit, donec consectetur massa. Feugiat dapibus mattis, mus eu duis iaculis sit dapibus conubia. Velit, blandit sem pellentesque. In cursus amet euismod interdum gravida. Pellentesque, duis justo sed vestibulum convallis odio eleifend scelerisque in eget ipsum sed. Vivamus vestibulum in sollicitudin, neque nisi nibh, lobortis, conubia primis. Parturient consequat dapibus sed pretium. Orci et rhoncus dolor habitasse urna venenatis mauris nascetur. Sit in libero magna montes arcu dignissim facilisi fringilla maximus. Amet quam arcu malesuada in vitae purus orci non arcu.","neutral",677,97,FALSE,FALSE,FALSE,FALSE,2022-04-28
178,"Lorem ipsum dolor sit amet, quis sed ac sed elementum a torquent purus sed. Orci pellentesque nulla sed tempor nullam ullamcorper sed, hac. Duis montes consequat ac, lorem a proin, nibh. Hendrerit ut fermentum at, mattis eget at dui bibendum! Lacus nec in venenatis egestas. Quam ut torquent convallis nam sed dui tortor, lacinia id dignissim id. Et cursus mus, sem nibh in phasellus, nibh sed, magnis. Velit, turpis nisl ante cras at. Tincidunt velit vehicula metus suscipit laoreet non. Feugiat natoque, facilisis in consequat in et habitasse. Ad eu varius egestas porttitor nulla. Duis velit. Nisl ante in condimentum vehicula arcu vitae. Augue at lorem odio neque turpis lacus in laoreet.","negative",692,112,FALSE,TRUE,FALSE,FALSE,2023-04-23
179,"Lorem ipsum dolor sit amet, convallis sed ante, lectus rhoncus lobortis ac adipiscing pharetra at suspendisse. Aliquam faucibus donec sit justo, arcu et condimentum, ut augue. Ac nullam lectus facilisis dolor conubia interdum risus risus et vitae ultricies sem litora, ut. Neque hendrerit amet nunc, ut. Amet at venenatis lectus egestas felis nunc blandit, vel justo. Cum, nunc ullamcorper et adipiscing cursus. Sed maecenas purus ut nam lectus nulla risus aenean! Vehicula nisi ut mauris. In pellentesque lacus, ligula curabitur. Justo risus semper et vitae condimentum aptent platea fermentum et magna. Iaculis sed maecenas dui. Ut etiam senectus sociis. Turpis, egestas in tortor mauris eros non lacinia dignissim. Suscipit sed fusce sodales tincidunt sollicitudin. Augue senectus eu, ac odio. Parturient sociosqu netus nec, fringilla. Est rhoncus sem in ut egestas metus.","neutral",875,131,FALSE,TRUE,FALSE,FALSE,2023-08-21
180,"Lorem ipsum dolor sit amet, dolor eu in leo. Quis, euismod nostra habitant pulvinar sed. Litora id lorem penatibus hac sit. Lacinia auctor, amet a eget ac ut dolor. Ac est tristique fames sed. Vel ac facilisis, non non sodales turpis suspendisse. Sem convallis et parturient lobortis sed taciti, at ante ante molestie venenatis blandit. Fermentum, sit netus primis vitae erat, inceptos sapien torquent pulvinar, elementum pharetra risus. Augue maximus vehicula risus iaculis cursus torquent nibh purus ipsum sodales. Nunc, pharetra nulla, lobortis libero nibh nullam penatibus lacus nec. Eu, enim a eu, vivamus non imperdiet eu consequat. Nunc feugiat donec nisi amet sem a eleifend nisl. Erat nec, blandit habitant mollis tristique laoreet quis dictumst nibh. Ligula eu massa adipiscing non dolor ultrices.","positive",807,124,FALSE,FALSE,FALSE,FALSE,2023-06-17
181,"Lorem ipsum dolor sit amet, condimentum ornare erat eget porta aliquam et ac hac sed. Magna ac. Sed pellentesque sed turpis ultrices aliquet finibus egestas nulla. Amet risus egestas a est donec. Maximus, nisl gravida ac vehicula odio, quisque. Phasellus sed, himenaeos et posuere, risus maximus mauris habitant, eu. Porta vitae pulvinar porta congue, eleifend ac dignissim. Vestibulum augue ut et risus primis mi.","negative",414,64,FALSE,FALSE,FALSE,FALSE,2020-06-13
182,"Lorem ipsum dolor sit amet, pellentesque sagittis laoreet amet, quisque cras dapibus praesent nec magna imperdiet eleifend sem etiam purus? Dapibus platea pharetra ullamcorper et nullam vestibulum odio, sodales metus a. Himenaeos, sociosqu porttitor ridiculus urna velit efficitur ullamcorper, egestas malesuada pharetra lorem, vehicula felis sem nisl laoreet non elementum fames? Leo aenean facilisi eget duis urna, platea elit erat in. Ullamcorper tempus velit ac at ipsum quis in inceptos. In turpis sed et feugiat at, ridiculus dictumst dignissim, justo amet. Non vitae sed sollicitudin, mauris sed accumsan nulla, ac. Leo tristique in inceptos netus aliquam consequat. In etiam in nibh urna pharetra diam lobortis commodo. Taciti fusce primis donec nunc velit bibendum aenean eleifend. Nisl ultricies, eu ut lobortis velit eu himenaeos egestas. Lectus justo libero in nunc. Posuere praesent curae, metus arcu felis et a sodales dignissim. Ornare arcu interdum, fusce duis.","neutral",977,144,TRUE,FALSE,FALSE,FALSE,2021-01-21
183,"Lorem ipsum dolor sit amet, dictum sed enim ad vestibulum, cras nunc, at aliquet felis! Volutpat non ante suscipit, elementum dictum. Ac sed leo, in praesent vel pulvinar. Urna orci ac mi vulputate quisque est metus metus, justo sit. Dis fermentum sollicitudin odio laoreet. Tempor pellentesque est in quis. Ut ac, parturient nec, purus sed ac, tristique quis aliquet eget eu est dictum massa at ante ante. Primis ipsum aptent sed in dapibus lorem. Lacus vehicula auctor sit, habitasse. A suspendisse quisque adipiscing, mollis lacinia, quisque viverra. Consequat vel adipiscing imperdiet amet vitae eu quis nec. Aliquam nam suspendisse vel nulla. Sem quis efficitur conubia auctor nisl pellentesque. Ut justo ac justo ac.","neutral",722,113,FALSE,TRUE,FALSE,FALSE,2022-04-30
184,"Lorem ipsum dolor sit amet, semper interdum primis nascetur pellentesque nibh amet. Quam aliquet, neque tincidunt sociis turpis eget, arcu vehicula. Quis imperdiet nunc maximus volutpat auctor nulla, montes primis. Magnis arcu cursus enim, sed. Egestas maecenas ut malesuada lobortis consequat fusce. Tempor vitae efficitur nec habitant himenaeos dui lacus. Lacinia ligula, eu nascetur dui purus facilisis. Sodales morbi fames justo arcu augue consequat sed.","negative",458,65,FALSE,FALSE,FALSE,FALSE,2023-04-11
185,"Lorem ipsum dolor sit amet, aenean, inceptos amet nec diam, suspendisse, eu molestie sed. At sollicitudin enim vestibulum. Et arcu ultricies in! Suspendisse fusce lacinia sed at eros vitae. Faucibus ante lorem. Nibh sit nibh sed, vestibulum quisque nullam nunc ipsum dui. Quis suspendisse in egestas sollicitudin. Erat, sed vel eros et egestas cursus, tristique. Dui vel natoque turpis amet hendrerit ridiculus vitae quis sed. Libero torquent maximus lacinia libero id arcu amet ornare. Sed sociosqu venenatis a vestibulum integer sed ut interdum hendrerit elit. In metus est malesuada. A dolor eros molestie fringilla malesuada. Conubia aliquet venenatis ipsum consectetur nulla enim vehicula curabitur, varius vulputate justo.","negative",728,107,FALSE,TRUE,FALSE,FALSE,2023-01-07
186,"Lorem ipsum dolor sit amet, risus amet suspendisse purus sapien, pellentesque. Rhoncus non quam magna dapibus sodales. Diam in cursus habitasse mus. Diam, turpis gravida est dui urna placerat ipsum praesent in sociis sapien vel mauris. Cubilia nisi neque, varius egestas urna. Sed quisque sed efficitur nisl orci elit faucibus nulla. Massa sapien quisque nec, nullam natoque amet non adipiscing dapibus porta orci. Platea urna elementum ullamcorper enim. Donec congue, maximus consequat sociosqu velit erat dis fames amet aliquam sapien. Est ornare arcu ante turpis cras ante arcu.","positive",581,88,FALSE,FALSE,FALSE,FALSE,2020-11-27
187,"Lorem ipsum dolor sit amet, aliquam vestibulum, mauris inceptos ut morbi amet porta dis. Donec, bibendum elementum a. Magna nunc dis. Praesent vitae, luctus massa tristique quis litora eleifend dis! Platea, diam interdum enim, varius massa lacinia. Et lorem, vel primis malesuada quam in, purus. Viverra accumsan sed tortor pellentesque, ligula a. Nec ligula molestie curabitur.","negative",378,56,FALSE,TRUE,FALSE,FALSE,2023-09-28
188,"Lorem ipsum dolor sit amet, curabitur, ut nulla eleifend himenaeos sed est habitant bibendum. A lacinia aenean bibendum mauris suspendisse. Neque hendrerit in, nam, sed aenean rutrum ante dapibus et fusce. Et sagittis ultrices nibh, sed. Nulla tellus mattis dolor vivamus accumsan. Commodo, turpis libero dolor nulla purus cursus. Amet posuere suspendisse duis dictum, hac dictum et. Suspendisse, pellentesque nibh, blandit ridiculus, ac nisl. Quis metus et a montes vestibulum nulla quis nullam, nisl. Facilisi porta efficitur, efficitur eget ac facilisis sit. Dui, consectetur tincidunt, a sed dis.","negative",600,88,FALSE,FALSE,FALSE,FALSE,2021-08-30
189,"Lorem ipsum dolor sit amet, sed habitant. Eu gravida in sollicitudin ipsum, feugiat sed praesent nisl aenean. Dis tempus nibh amet elit ut sem. Eu enim ac in vitae potenti, non penatibus morbi. Convallis, erat nunc at, varius velit. Ut purus interdum purus. Id litora ac nunc. Magna orci, facilisis non ad vestibulum. Mi aliquam inceptos varius semper feugiat ipsum.","negative",366,60,FALSE,FALSE,FALSE,FALSE,2023-04-27
190,"Lorem ipsum dolor sit amet, ac sed vitae vitae imperdiet in mollis, in sollicitudin odio eget. Mollis dapibus, ut habitasse dui eu. Est lacinia, sociosqu purus non, sed eu nisl, ut. Netus iaculis montes accumsan eget quis turpis quis risus eu! Volutpat lobortis hac senectus ad ipsum cubilia. Convallis, nisl ligula quam commodo lorem. Magnis lacinia aliquam odio fringilla. Platea et, egestas sodales lectus quis id magna. Orci augue tellus. Interdum enim cursus tristique eget sed commodo mattis. Ad ad urna nec, sed vivamus in eget et risus elementum integer sed. Porttitor posuere eu. Lobortis mus hendrerit senectus fermentum, ac diam lacus.","negative",646,102,FALSE,TRUE,FALSE,FALSE,2020-05-30
191,"Lorem ipsum dolor sit amet, lacus phasellus parturient sed, volutpat duis montes, lacinia dui molestie a est pharetra dignissim metus. Congue ex lacus penatibus eros ut varius. Sociosqu magna lacus ut fringilla ligula duis. Congue sit nunc nulla posuere efficitur vulputate cum dolor sit. Nisi vehicula ut, condimentum leo scelerisque rutrum pulvinar cum volutpat, lorem. Fusce dis consectetur amet mattis cursus ac scelerisque vestibulum. Condimentum non vivamus pulvinar.","negative",473,68,FALSE,FALSE,FALSE,FALSE,2020-01-15
192,"Lorem ipsum dolor sit amet, lorem vestibulum leo ac in curabitur sed sit eu enim. Vel augue ultricies, euismod varius eget est nunc. Risus potenti cubilia et. Purus torquent tellus amet velit aliquet eros nibh ut metus, sociosqu porttitor leo. Class eleifend elementum blandit duis non morbi ut. Duis pellentesque fames tempor quam. Sed ac vestibulum blandit at, dis arcu nullam. At est tempus, vulputate felis a at et phasellus condimentum. Augue ullamcorper nascetur egestas est nunc ut consectetur gravida. Erat enim ac lectus ut nec laoreet.","positive",545,87,FALSE,FALSE,FALSE,FALSE,2023-08-06
193,"Lorem ipsum dolor sit amet, et aliquet et sed viverra ipsum suspendisse vulputate natoque. Quam, ac phasellus praesent euismod nostra finibus lobortis. Consectetur imperdiet sodales vitae sed varius libero, nunc maximus condimentum diam. Tellus sed bibendum nec tincidunt at nibh. Proin cubilia justo vehicula aliquet non orci vehicula sit et velit leo nisi. Sed amet justo accumsan dolor, vivamus nisl sociosqu nisl. Sociis id at interdum nulla ac quis. Dui at per porta dignissim sed aliquam. Litora nisl, ut sit et ipsum libero vel a ac mauris nisl, efficitur. Aliquam est vehicula convallis ut massa tempor diam a venenatis. Non cubilia venenatis quis in sem duis congue adipiscing. Dolor tincidunt efficitur consequat parturient, donec taciti eu lacus, primis dictum. Suscipit porta vestibulum mi egestas eu nec donec, neque maecenas praesent. Ornare natoque donec aptent.","positive",877,134,FALSE,FALSE,FALSE,FALSE,2023-06-30
